# number of spin vectors:      31
# iteration   EID vector   S_X            S_Y            S_Z
         1     1      6  0.0000000E+00  0.0000000E+00  0.1000000E+01
         1     1      7 -0.2756457E-03  0.0000000E+00  0.1000000E+01
         1     1      8  0.0000000E+00  0.2703009E-03  0.1000000E+01
         1     1      9  0.0000000E+00  0.0000000E+00  0.1000000E+01
         1     1     10 -0.1653874E-03  0.0000000E+00  0.1000000E+01
         1     1     11  0.0000000E+00  0.1621805E-03  0.1000000E+01
         1     1     12  0.0000000E+00  0.0000000E+00  0.1000000E+01
         1     1     13 -0.5512915E-04  0.0000000E+00  0.1000000E+01
         1     1     14  0.0000000E+00  0.5406018E-04  0.1000000E+01
         1     1     15  0.0000000E+00  0.0000000E+00  0.1000000E+01
         1     1     16  0.5512915E-04  0.0000000E+00  0.1000000E+01
         1     1     17  0.0000000E+00 -0.5406018E-04  0.1000000E+01
         1     1     18  0.0000000E+00  0.0000000E+00  0.1000000E+01
         1     1     19  0.1653874E-03  0.0000000E+00  0.1000000E+01
         1     1     20  0.0000000E+00 -0.1621805E-03  0.1000000E+01
         1     1     21  0.0000000E+00  0.0000000E+00  0.1000000E+01
         1     1     22  0.2756457E-03  0.0000000E+00  0.1000000E+01
         1     1     23  0.0000000E+00 -0.2703009E-03  0.1000000E+01
         1     1     24  0.0000000E+00  0.0000000E+00  0.1000000E+01
         1     1     25  0.3859040E-03  0.0000000E+00  0.9999999E+00
         1     1     26  0.0000000E+00 -0.3784212E-03  0.9999999E+00
         1     1     27  0.0000000E+00  0.0000000E+00  0.1000000E+01
         1     1     28  0.4961623E-03  0.0000000E+00  0.9999999E+00
         1     1     29  0.0000000E+00 -0.4865416E-03  0.9999999E+00
         1     1     30  0.0000000E+00  0.0000000E+00  0.1000000E+01

         1     2      0  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     2      1 -0.4961623E-03  0.0000000E+00  0.9999999E+00
         1     2      2  0.0000000E+00  0.4865416E-03  0.9999999E+00
         1     2      3  0.0000000E+00  0.0000000E+00  0.1000000E+01
         1     2      4 -0.3859040E-03  0.0000000E+00  0.9999999E+00
         1     2      5  0.0000000E+00  0.3784212E-03  0.9999999E+00
         1     2      6  0.0000000E+00  0.0000000E+00  0.1000000E+01
         1     2      7 -0.2756457E-03  0.0000000E+00  0.1000000E+01
         1     2      8  0.0000000E+00  0.2703009E-03  0.1000000E+01
         1     2      9  0.0000000E+00  0.0000000E+00  0.1000000E+01
         1     2     10 -0.1653874E-03  0.0000000E+00  0.1000000E+01
         1     2     11  0.0000000E+00  0.1621805E-03  0.1000000E+01
         1     2     12  0.0000000E+00  0.0000000E+00  0.1000000E+01
         1     2     13 -0.5512915E-04  0.0000000E+00  0.1000000E+01
         1     2     14  0.0000000E+00  0.5406018E-04  0.1000000E+01
         1     2     15  0.0000000E+00  0.0000000E+00  0.1000000E+01
         1     2     16  0.5512915E-04  0.0000000E+00  0.1000000E+01
         1     2     17  0.0000000E+00 -0.5406018E-04  0.1000000E+01
         1     2     18  0.0000000E+00  0.0000000E+00  0.1000000E+01
         1     2     19  0.1653874E-03  0.0000000E+00  0.1000000E+01
         1     2     20  0.0000000E+00 -0.1621805E-03  0.1000000E+01
         1     2     21  0.0000000E+00  0.0000000E+00  0.1000000E+01
         1     2     22  0.2756457E-03  0.0000000E+00  0.1000000E+01
         1     2     23  0.0000000E+00 -0.2703009E-03  0.1000000E+01
         1     2     24  0.0000000E+00  0.0000000E+00  0.1000000E+01
         1     2     25  0.3859040E-03  0.0000000E+00  0.9999999E+00
         1     2     26  0.0000000E+00 -0.3784212E-03  0.9999999E+00
         1     2     27  0.0000000E+00  0.0000000E+00  0.1000000E+01
         1     2     28  0.4961623E-03  0.0000000E+00  0.9999999E+00
         1     2     29  0.0000000E+00 -0.4865416E-03  0.9999999E+00
         1     2     30  0.0000000E+00  0.0000000E+00  0.1000000E+01

         1     3      0  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     3      1 -0.1655402E-01  0.0000000E+00  0.9998630E+00
         1     3      2 -0.1605726E-01  0.4865524E-03  0.9998710E+00
         1     3      3 -0.1605824E-01  0.0000000E+00  0.9998711E+00
         1     3      4 -0.1644363E-01  0.0000000E+00  0.9998648E+00
         1     3      5 -0.1605726E-01  0.3784296E-03  0.9998710E+00
         1     3      6 -0.1605803E-01  0.0000000E+00  0.9998711E+00
         1     3      7 -0.1633324E-01  0.0000000E+00  0.9998666E+00
         1     3      8 -0.1605726E-01  0.2703069E-03  0.9998710E+00
         1     3      9 -0.1605781E-01  0.0000000E+00  0.9998711E+00
         1     3     10 -0.1622285E-01  0.0000000E+00  0.9998684E+00
         1     3     11 -0.1605726E-01  0.1621841E-03  0.9998711E+00
         1     3     12 -0.1605759E-01  0.0000000E+00  0.9998711E+00
         1     3     13 -0.1611246E-01  0.0000000E+00  0.9998702E+00
         1     3     14 -0.1605726E-01  0.5406137E-04  0.9998711E+00
         1     3     15 -0.1605737E-01  0.0000000E+00  0.9998711E+00
         1     3     16 -0.1600207E-01  0.0000000E+00  0.9998720E+00
         1     3     17 -0.1605726E-01 -0.5406137E-04  0.9998711E+00
         1     3     18 -0.1605715E-01  0.0000000E+00  0.9998711E+00
         1     3     19 -0.1589168E-01  0.0000000E+00  0.9998737E+00
         1     3     20 -0.1605726E-01 -0.1621841E-03  0.9998711E+00
         1     3     21 -0.1605693E-01  0.0000000E+00  0.9998711E+00
         1     3     22 -0.1578129E-01  0.0000000E+00  0.9998755E+00
         1     3     23 -0.1605726E-01 -0.2703069E-03  0.9998710E+00
         1     3     24 -0.1605672E-01  0.0000000E+00  0.9998711E+00
         1     3     25 -0.1567090E-01  0.0000000E+00  0.9998772E+00
         1     3     26 -0.1605726E-01 -0.3784296E-03  0.9998710E+00
         1     3     27 -0.1605650E-01  0.0000000E+00  0.9998711E+00
         1     3     28 -0.1556051E-01  0.0000000E+00  0.9998789E+00
         1     3     29 -0.1605726E-01 -0.4865524E-03  0.9998710E+00
         1     3     30 -0.1605628E-01  0.0000000E+00  0.9998711E+00

         1     4      0  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     4      1 -0.1655402E-01  0.0000000E+00  0.9998630E+00
         1     4      2 -0.1605726E-01  0.4865524E-03  0.9998710E+00
         1     4      3 -0.1605824E-01  0.0000000E+00  0.9998711E+00
         1     4      4 -0.1644363E-01  0.0000000E+00  0.9998648E+00
         1     4      5 -0.1605726E-01  0.3784296E-03  0.9998710E+00
         1     4      6 -0.1605803E-01  0.0000000E+00  0.9998711E+00
         1     4      7 -0.1633324E-01  0.0000000E+00  0.9998666E+00
         1     4      8 -0.1605726E-01  0.2703069E-03  0.9998710E+00
         1     4      9 -0.1605781E-01  0.0000000E+00  0.9998711E+00
         1     4     10 -0.1622285E-01  0.0000000E+00  0.9998684E+00
         1     4     11 -0.1605726E-01  0.1621841E-03  0.9998711E+00
         1     4     12 -0.1605759E-01  0.0000000E+00  0.9998711E+00
         1     4     13 -0.1611246E-01  0.0000000E+00  0.9998702E+00
         1     4     14 -0.1605726E-01  0.5406137E-04  0.9998711E+00
         1     4     15 -0.1605737E-01  0.0000000E+00  0.9998711E+00
         1     4     16 -0.1600207E-01  0.0000000E+00  0.9998720E+00
         1     4     17 -0.1605726E-01 -0.5406137E-04  0.9998711E+00
         1     4     18 -0.1605715E-01  0.0000000E+00  0.9998711E+00
         1     4     19 -0.1589168E-01  0.0000000E+00  0.9998737E+00
         1     4     20 -0.1605726E-01 -0.1621841E-03  0.9998711E+00
         1     4     21 -0.1605693E-01  0.0000000E+00  0.9998711E+00
         1     4     22 -0.1578129E-01  0.0000000E+00  0.9998755E+00
         1     4     23 -0.1605726E-01 -0.2703069E-03  0.9998710E+00
         1     4     24 -0.1605672E-01  0.0000000E+00  0.9998711E+00
         1     4     25 -0.1567090E-01  0.0000000E+00  0.9998772E+00
         1     4     26 -0.1605726E-01 -0.3784296E-03  0.9998710E+00
         1     4     27 -0.1605650E-01  0.0000000E+00  0.9998711E+00
         1     4     28 -0.1556051E-01  0.0000000E+00  0.9998789E+00
         1     4     29 -0.1605726E-01 -0.4865524E-03  0.9998710E+00
         1     4     30 -0.1605628E-01  0.0000000E+00  0.9998711E+00

         1     5      0  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     5      1 -0.1572957E-01  0.0000000E+00  0.9998763E+00
         1     5      2 -0.1605726E-01  0.3288524E-03  0.9998710E+00
         1     5      3 -0.1605849E-01  0.0000000E+00  0.9998711E+00
         1     5      4 -0.1580239E-01  0.0000000E+00  0.9998751E+00
         1     5      5 -0.1605726E-01  0.2557741E-03  0.9998710E+00
         1     5      6 -0.1605822E-01  0.0000000E+00  0.9998711E+00
         1     5      7 -0.1587521E-01  0.0000000E+00  0.9998740E+00
         1     5      8 -0.1605726E-01  0.1826958E-03  0.9998711E+00
         1     5      9 -0.1605795E-01  0.0000000E+00  0.9998711E+00
         1     5     10 -0.1594803E-01  0.0000000E+00  0.9998728E+00
         1     5     11 -0.1605726E-01  0.1096175E-03  0.9998711E+00
         1     5     12 -0.1605767E-01  0.0000000E+00  0.9998711E+00
         1     5     13 -0.1602085E-01  0.0000000E+00  0.9998717E+00
         1     5     14 -0.1605726E-01  0.3653915E-04  0.9998711E+00
         1     5     15 -0.1605740E-01  0.0000000E+00  0.9998711E+00
         1     5     16 -0.1609367E-01  0.0000000E+00  0.9998705E+00
         1     5     17 -0.1605726E-01 -0.3653915E-04  0.9998711E+00
         1     5     18 -0.1605713E-01  0.0000000E+00  0.9998711E+00
         1     5     19 -0.1616649E-01  0.0000000E+00  0.9998693E+00
         1     5     20 -0.1605726E-01 -0.1096175E-03  0.9998711E+00
         1     5     21 -0.1605685E-01  0.0000000E+00  0.9998711E+00
         1     5     22 -0.1623931E-01  0.0000000E+00  0.9998681E+00
         1     5     23 -0.1605726E-01 -0.1826958E-03  0.9998711E+00
         1     5     24 -0.1605658E-01  0.0000000E+00  0.9998711E+00
         1     5     25 -0.1631212E-01  0.0000000E+00  0.9998669E+00
         1     5     26 -0.1605726E-01 -0.2557741E-03  0.9998710E+00
         1     5     27 -0.1605630E-01  0.0000000E+00  0.9998711E+00
         1     5     28 -0.1638494E-01  0.0000000E+00  0.9998658E+00
         1     5     29 -0.1605726E-01 -0.3288524E-03  0.9998710E+00
         1     5     30 -0.1605603E-01  0.0000000E+00  0.9998711E+00

         1     6      0  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     6      1 -0.1492434E-01  0.0000000E+00  0.9998886E+00
         1     6      2 -0.1605727E-01  0.1905547E-03  0.9998711E+00
         1     6      3 -0.1605877E-01  0.0000000E+00  0.9998710E+00
         1     6      4 -0.1517610E-01  0.0000000E+00  0.9998848E+00
         1     6      5 -0.1605726E-01  0.1482092E-03  0.9998711E+00
         1     6      6 -0.1605844E-01  0.0000000E+00  0.9998711E+00
         1     6      7 -0.1542786E-01  0.0000000E+00  0.9998810E+00
         1     6      8 -0.1605726E-01  0.1058637E-03  0.9998711E+00
         1     6      9 -0.1605810E-01  0.0000000E+00  0.9998711E+00
         1     6     10 -0.1567963E-01  0.0000000E+00  0.9998771E+00
         1     6     11 -0.1605726E-01  0.6351821E-04  0.9998711E+00
         1     6     12 -0.1605777E-01  0.0000000E+00  0.9998711E+00
         1     6     13 -0.1593138E-01  0.0000000E+00  0.9998731E+00
         1     6     14 -0.1605726E-01  0.2117273E-04  0.9998711E+00
         1     6     15 -0.1605743E-01  0.0000000E+00  0.9998711E+00
         1     6     16 -0.1618314E-01  0.0000000E+00  0.9998690E+00
         1     6     17 -0.1605726E-01 -0.2117273E-04  0.9998711E+00
         1     6     18 -0.1605709E-01  0.0000000E+00  0.9998711E+00
         1     6     19 -0.1643490E-01  0.0000000E+00  0.9998649E+00
         1     6     20 -0.1605726E-01 -0.6351821E-04  0.9998711E+00
         1     6     21 -0.1605676E-01  0.0000000E+00  0.9998711E+00
         1     6     22 -0.1668665E-01  0.0000000E+00  0.9998608E+00
         1     6     23 -0.1605726E-01 -0.1058637E-03  0.9998711E+00
         1     6     24 -0.1605642E-01  0.0000000E+00  0.9998711E+00
         1     6     25 -0.1693840E-01  0.0000000E+00  0.9998565E+00
         1     6     26 -0.1605726E-01 -0.1482092E-03  0.9998711E+00
         1     6     27 -0.1605609E-01  0.0000000E+00  0.9998711E+00
         1     6     28 -0.1719015E-01  0.0000000E+00  0.9998522E+00
         1     6     29 -0.1605727E-01 -0.1905547E-03  0.9998711E+00
         1     6     30 -0.1605575E-01  0.0000000E+00  0.9998711E+00

         1     7      0  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     7      1 -0.1492434E-01  0.0000000E+00  0.9998886E+00
         1     7      2 -0.1605727E-01  0.1905547E-03  0.9998711E+00
         1     7      3 -0.1605877E-01  0.0000000E+00  0.9998710E+00
         1     7      4 -0.1517610E-01  0.0000000E+00  0.9998848E+00
         1     7      5 -0.1605726E-01  0.1482092E-03  0.9998711E+00
         1     7      6 -0.1605844E-01  0.0000000E+00  0.9998711E+00
         1     7      7 -0.1542786E-01  0.0000000E+00  0.9998810E+00
         1     7      8 -0.1605726E-01  0.1058637E-03  0.9998711E+00
         1     7      9 -0.1605810E-01  0.0000000E+00  0.9998711E+00
         1     7     10 -0.1567963E-01  0.0000000E+00  0.9998771E+00
         1     7     11 -0.1605726E-01  0.6351821E-04  0.9998711E+00
         1     7     12 -0.1605777E-01  0.0000000E+00  0.9998711E+00
         1     7     13 -0.1593138E-01  0.0000000E+00  0.9998731E+00
         1     7     14 -0.1605726E-01  0.2117273E-04  0.9998711E+00
         1     7     15 -0.1605743E-01  0.0000000E+00  0.9998711E+00
         1     7     16 -0.1618314E-01  0.0000000E+00  0.9998690E+00
         1     7     17 -0.1605726E-01 -0.2117273E-04  0.9998711E+00
         1     7     18 -0.1605709E-01  0.0000000E+00  0.9998711E+00
         1     7     19 -0.1643490E-01  0.0000000E+00  0.9998649E+00
         1     7     20 -0.1605726E-01 -0.6351821E-04  0.9998711E+00
         1     7     21 -0.1605676E-01  0.0000000E+00  0.9998711E+00
         1     7     22 -0.1668665E-01  0.0000000E+00  0.9998608E+00
         1     7     23 -0.1605726E-01 -0.1058637E-03  0.9998711E+00
         1     7     24 -0.1605642E-01  0.0000000E+00  0.9998711E+00
         1     7     25 -0.1693840E-01  0.0000000E+00  0.9998565E+00
         1     7     26 -0.1605726E-01 -0.1482092E-03  0.9998711E+00
         1     7     27 -0.1605609E-01  0.0000000E+00  0.9998711E+00
         1     7     28 -0.1719015E-01  0.0000000E+00  0.9998522E+00
         1     7     29 -0.1605727E-01 -0.1905547E-03  0.9998711E+00
         1     7     30 -0.1605575E-01  0.0000000E+00  0.9998711E+00

         1     8      0  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     8      1 -0.3097832E-01  0.0000000E+00  0.9995201E+00
         1     8      2 -0.3211039E-01  0.1905674E-03  0.9994843E+00
         1     8      3 -0.3211287E-01  0.0000000E+00  0.9994842E+00
         1     8      4 -0.3122989E-01  0.0000000E+00  0.9995122E+00
         1     8      5 -0.3211039E-01  0.1482191E-03  0.9994843E+00
         1     8      6 -0.3211232E-01  0.0000000E+00  0.9994843E+00
         1     8      7 -0.3148146E-01  0.0000000E+00  0.9995043E+00
         1     8      8 -0.3211039E-01  0.1058707E-03  0.9994843E+00
         1     8      9 -0.3211177E-01  0.0000000E+00  0.9994843E+00
         1     8     10 -0.3173303E-01  0.0000000E+00  0.9994964E+00
         1     8     11 -0.3211038E-01  0.6352243E-04  0.9994843E+00
         1     8     12 -0.3211121E-01  0.0000000E+00  0.9994843E+00
         1     8     13 -0.3198460E-01  0.0000000E+00  0.9994884E+00
         1     8     14 -0.3211038E-01  0.2117414E-04  0.9994843E+00
         1     8     15 -0.3211066E-01  0.0000000E+00  0.9994843E+00
         1     8     16 -0.3223617E-01  0.0000000E+00  0.9994803E+00
         1     8     17 -0.3211038E-01 -0.2117414E-04  0.9994843E+00
         1     8     18 -0.3211011E-01  0.0000000E+00  0.9994843E+00
         1     8     19 -0.3248773E-01  0.0000000E+00  0.9994721E+00
         1     8     20 -0.3211038E-01 -0.6352243E-04  0.9994843E+00
         1     8     21 -0.3210955E-01  0.0000000E+00  0.9994844E+00
         1     8     22 -0.3273930E-01  0.0000000E+00  0.9994639E+00
         1     8     23 -0.3211039E-01 -0.1058707E-03  0.9994843E+00
         1     8     24 -0.3210900E-01  0.0000000E+00  0.9994844E+00
         1     8     25 -0.3299086E-01  0.0000000E+00  0.9994557E+00
         1     8     26 -0.3211039E-01 -0.1482191E-03  0.9994843E+00
         1     8     27 -0.3210845E-01  0.0000000E+00  0.9994844E+00
         1     8     28 -0.3324242E-01  0.0000000E+00  0.9994473E+00
         1     8     29 -0.3211039E-01 -0.1905674E-03  0.9994843E+00
         1     8     30 -0.3210789E-01  0.0000000E+00  0.9994844E+00

         1     9      0  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     9      1 -0.3097832E-01  0.0000000E+00  0.9995201E+00
         1     9      2 -0.3211039E-01  0.1905674E-03  0.9994843E+00
         1     9      3 -0.3211287E-01  0.0000000E+00  0.9994842E+00
         1     9      4 -0.3122989E-01  0.0000000E+00  0.9995122E+00
         1     9      5 -0.3211039E-01  0.1482191E-03  0.9994843E+00
         1     9      6 -0.3211232E-01  0.0000000E+00  0.9994843E+00
         1     9      7 -0.3148146E-01  0.0000000E+00  0.9995043E+00
         1     9      8 -0.3211039E-01  0.1058707E-03  0.9994843E+00
         1     9      9 -0.3211177E-01  0.0000000E+00  0.9994843E+00
         1     9     10 -0.3173303E-01  0.0000000E+00  0.9994964E+00
         1     9     11 -0.3211038E-01  0.6352243E-04  0.9994843E+00
         1     9     12 -0.3211121E-01  0.0000000E+00  0.9994843E+00
         1     9     13 -0.3198460E-01  0.0000000E+00  0.9994884E+00
         1     9     14 -0.3211038E-01  0.2117414E-04  0.9994843E+00
         1     9     15 -0.3211066E-01  0.0000000E+00  0.9994843E+00
         1     9     16 -0.3223617E-01  0.0000000E+00  0.9994803E+00
         1     9     17 -0.3211038E-01 -0.2117414E-04  0.9994843E+00
         1     9     18 -0.3211011E-01  0.0000000E+00  0.9994843E+00
         1     9     19 -0.3248773E-01  0.0000000E+00  0.9994721E+00
         1     9     20 -0.3211038E-01 -0.6352243E-04  0.9994843E+00
         1     9     21 -0.3210955E-01  0.0000000E+00  0.9994844E+00
         1     9     22 -0.3273930E-01  0.0000000E+00  0.9994639E+00
         1     9     23 -0.3211039E-01 -0.1058707E-03  0.9994843E+00
         1     9     24 -0.3210900E-01  0.0000000E+00  0.9994844E+00
         1     9     25 -0.3299086E-01  0.0000000E+00  0.9994557E+00
         1     9     26 -0.3211039E-01 -0.1482191E-03  0.9994843E+00
         1     9     27 -0.3210845E-01  0.0000000E+00  0.9994844E+00
         1     9     28 -0.3324242E-01  0.0000000E+00  0.9994473E+00
         1     9     29 -0.3211039E-01 -0.1905674E-03  0.9994843E+00
         1     9     30 -0.3210789E-01  0.0000000E+00  0.9994844E+00

         1    10      0  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    10      1 -0.3101079E-01  0.0000000E+00  0.9995190E+00
         1    10      2 -0.3211039E-01  0.1963074E-03  0.9994843E+00
         1    10      3 -0.3211220E-01  0.0000000E+00  0.9994843E+00
         1    10      4 -0.3125515E-01  0.0000000E+00  0.9995114E+00
         1    10      5 -0.3211038E-01  0.1526835E-03  0.9994843E+00
         1    10      6 -0.3211179E-01  0.0000000E+00  0.9994843E+00
         1    10      7 -0.3149951E-01  0.0000000E+00  0.9995038E+00
         1    10      8 -0.3211038E-01  0.1090597E-03  0.9994843E+00
         1    10      9 -0.3211139E-01  0.0000000E+00  0.9994843E+00
         1    10     10 -0.3174386E-01  0.0000000E+00  0.9994960E+00
         1    10     11 -0.3211038E-01  0.6543579E-04  0.9994843E+00
         1    10     12 -0.3211099E-01  0.0000000E+00  0.9994843E+00
         1    10     13 -0.3198821E-01  0.0000000E+00  0.9994882E+00
         1    10     14 -0.3211038E-01  0.2181193E-04  0.9994843E+00
         1    10     15 -0.3211059E-01  0.0000000E+00  0.9994843E+00
         1    10     16 -0.3223256E-01  0.0000000E+00  0.9994804E+00
         1    10     17 -0.3211038E-01 -0.2181193E-04  0.9994843E+00
         1    10     18 -0.3211018E-01  0.0000000E+00  0.9994843E+00
         1    10     19 -0.3247690E-01  0.0000000E+00  0.9994725E+00
         1    10     20 -0.3211038E-01 -0.6543579E-04  0.9994843E+00
         1    10     21 -0.3210978E-01  0.0000000E+00  0.9994843E+00
         1    10     22 -0.3272124E-01  0.0000000E+00  0.9994645E+00
         1    10     23 -0.3211038E-01 -0.1090597E-03  0.9994843E+00
         1    10     24 -0.3210938E-01  0.0000000E+00  0.9994844E+00
         1    10     25 -0.3296557E-01  0.0000000E+00  0.9994565E+00
         1    10     26 -0.3211038E-01 -0.1526835E-03  0.9994843E+00
         1    10     27 -0.3210898E-01  0.0000000E+00  0.9994844E+00
         1    10     28 -0.3320990E-01  0.0000000E+00  0.9994484E+00
         1    10     29 -0.3211039E-01 -0.1963074E-03  0.9994843E+00
         1    10     30 -0.3210857E-01  0.0000000E+00  0.9994844E+00

         1    11      0  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    11      1 -0.3098186E-01  0.0000000E+00  0.9995199E+00
         1    11      2 -0.3211038E-01  0.1912125E-03  0.9994843E+00
         1    11      3 -0.3211151E-01  0.0000000E+00  0.9994843E+00
         1    11      4 -0.3123266E-01  0.0000000E+00  0.9995121E+00
         1    11      5 -0.3211038E-01  0.1487209E-03  0.9994843E+00
         1    11      6 -0.3211126E-01  0.0000000E+00  0.9994843E+00
         1    11      7 -0.3148344E-01  0.0000000E+00  0.9995043E+00
         1    11      8 -0.3211038E-01  0.1062292E-03  0.9994843E+00
         1    11      9 -0.3211101E-01  0.0000000E+00  0.9994843E+00
         1    11     10 -0.3173422E-01  0.0000000E+00  0.9994963E+00
         1    11     11 -0.3211038E-01  0.6373755E-04  0.9994843E+00
         1    11     12 -0.3211076E-01  0.0000000E+00  0.9994843E+00
         1    11     13 -0.3198500E-01  0.0000000E+00  0.9994883E+00
         1    11     14 -0.3211038E-01  0.2124585E-04  0.9994843E+00
         1    11     15 -0.3211051E-01  0.0000000E+00  0.9994843E+00
         1    11     16 -0.3223577E-01  0.0000000E+00  0.9994803E+00
         1    11     17 -0.3211038E-01 -0.2124585E-04  0.9994843E+00
         1    11     18 -0.3211026E-01  0.0000000E+00  0.9994843E+00
         1    11     19 -0.3248653E-01  0.0000000E+00  0.9994722E+00
         1    11     20 -0.3211038E-01 -0.6373755E-04  0.9994843E+00
         1    11     21 -0.3211001E-01  0.0000000E+00  0.9994843E+00
         1    11     22 -0.3273729E-01  0.0000000E+00  0.9994640E+00
         1    11     23 -0.3211038E-01 -0.1062292E-03  0.9994843E+00
         1    11     24 -0.3210976E-01  0.0000000E+00  0.9994843E+00
         1    11     25 -0.3298804E-01  0.0000000E+00  0.9994557E+00
         1    11     26 -0.3211038E-01 -0.1487209E-03  0.9994843E+00
         1    11     27 -0.3210951E-01  0.0000000E+00  0.9994844E+00
         1    11     28 -0.3323878E-01  0.0000000E+00  0.9994474E+00
         1    11     29 -0.3211038E-01 -0.1912125E-03  0.9994843E+00
         1    11     30 -0.3210926E-01  0.0000000E+00  0.9994844E+00

         1    12      0  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1    12      1 -0.3098186E-01  0.0000000E+00  0.9995199E+00
         1    12      2 -0.3211038E-01  0.1912125E-03  0.9994843E+00
         1    12      3 -0.3211151E-01  0.0000000E+00  0.9994843E+00
         1    12      4 -0.3123266E-01  0.0000000E+00  0.9995121E+00
         1    12      5 -0.3211038E-01  0.1487209E-03  0.9994843E+00
         1    12      6 -0.3211126E-01  0.0000000E+00  0.9994843E+00
         1    12      7 -0.3148344E-01  0.0000000E+00  0.9995043E+00
         1    12      8 -0.3211038E-01  0.1062292E-03  0.9994843E+00
         1    12      9 -0.3211101E-01  0.0000000E+00  0.9994843E+00
         1    12     10 -0.3173422E-01  0.0000000E+00  0.9994963E+00
         1    12     11 -0.3211038E-01  0.6373755E-04  0.9994843E+00
         1    12     12 -0.3211076E-01  0.0000000E+00  0.9994843E+00
         1    12     13 -0.3198500E-01  0.0000000E+00  0.9994883E+00
         1    12     14 -0.3211038E-01  0.2124585E-04  0.9994843E+00
         1    12     15 -0.3211051E-01  0.0000000E+00  0.9994843E+00
         1    12     16 -0.3223577E-01  0.0000000E+00  0.9994803E+00
         1    12     17 -0.3211038E-01 -0.2124585E-04  0.9994843E+00
         1    12     18 -0.3211026E-01  0.0000000E+00  0.9994843E+00
         1    12     19 -0.3248653E-01  0.0000000E+00  0.9994722E+00
         1    12     20 -0.3211038E-01 -0.6373755E-04  0.9994843E+00
         1    12     21 -0.3211001E-01  0.0000000E+00  0.9994843E+00
         1    12     22 -0.3273729E-01  0.0000000E+00  0.9994640E+00
         1    12     23 -0.3211038E-01 -0.1062292E-03  0.9994843E+00
         1    12     24 -0.3210976E-01  0.0000000E+00  0.9994843E+00
         1    12     25 -0.3298804E-01  0.0000000E+00  0.9994557E+00
